company,date_announced,date_reported,jobs_cut_sg,jobs_cut_global,pct_workforce,industry,source_link,notes,status,event_id
47 Social Security Offices Are Targeted For Closure This Year. What About In Florida? - Yahoo,2025-03-26,2025-03-26,,,,Other,https://news.google.com/rss/articles/CBMigwFBVV95cUxQdUYzczk3bUV6YTZWRTFaM0lfc2N6TlRZOE1ENktrV2RPTkoxRjhuTnA5TmJSanZrSlZKYWRuYURhN2pNQkhPSjUzWjZYd1ZwRHF6NEdGN0JqY29EWEEwZTBWaEprS2h2OFdqRUx0akZhSlJDbzFWM1BCWkVTSUVoOHJNTQ?oc=5,"[LLM rejected: not-sg] The article is about US Social Security offices, with no connection to Singapore.",rumored,47-social-security-offices-are-targeted-for-closure-this-year-what-about-in-florida-yahoo-2025-03
TCS,2025-09-17,2025-09-17,1000,,,Tech,https://news.google.com/rss/articles/CBMivwFBVV95cUxNMElwMVNxcVAxcGFia3ZHajJuQkJCdmJIR0wxQ2VXamoybjJFdkctY3FjV0htX3B5M1VlLVNpOUtTekVYQUtUaHNUZ1hrVjFvX2VoRmRXQTFFaXQxZ0Y3bzFJUllVYWVxZFVGWHhWSTFPb3ZYVkFBZWQ2dGtaVzVMMmdZendYLURpM2pGRkNWdG9BMjZvZWNacWxBMGFicjVKT2lSaVI1SzdMa1IzVW9yb2NIVnhwMVpMQmlfUW4taw?oc=5,"[LLM rejected: not-sg] The article reports TCS shutting its Bhopal office in India with potential job cuts, but there is no Singapore nexus.",rumored,tcs-2025-09
ExxonMobil,2026-02-03,2026-02-03,,,,Manufacturing,https://news.google.com/rss/articles/CBMixAFBVV95cUxOZmZ2RWRhaHRfQ2F4bXZSdGtuVElRNWk4bmhLYnZfR1liQkx0bUdaczBPMVBJWDRJSlpjM1k5am9mRmJOV21kdGwycGpiOFhzZ0wyRzE0cmV2bXV5bGJOQmFpTGpKX29kNnV2bld0VGRBZW1id0NEa0NjblNGQ0lrNVk0bFBQamlnSnhBaTFNVjB5OVRNcVE3NTd4djJSZEdIWkJXZGJpODVNTzk3ZEJTQkU0RG9vVTVpVGUzRWpDY3IyNDZS?oc=5,"[LLM rejected: not-sg] Article about closure of Mossmorran plant in Scotland, not Singapore. No Singapore nexus.",rumored,exxonmobil-2026-02
Rolls-Royce,2020-08-26,2020-08-26,,,,Manufacturing,https://news.google.com/rss/articles/CBMi5gFBVV95cUxPMHNXNnk3cXlLcmNLZm5yWFRXNkJUZ0FyMnJGYjA4VnpPcDVHSFJrZXNXQTRQTXcxdnhzcXBhV2F2WFB4QzBZWWVnZnhRU1IydjFIZG5sVWVsUHFGTFlxTlEtZFJyalBrQzJUWHVWaVlWVHYzaDA4QlFYSkV5LVNod3lSNW0zejN4cXhDT3hxZVdjd191bUZEOVQtVUYzZmhOZTZkUW1DWG0wRDRXQjdKaHlIRmM1Y2Nab3lnblcxWllNdjd3OEdFUm0ySzVrR3hfbW40alRjOU16U09yakkwNl9tWTNwdw?oc=5,[LLM rejected: not-sg] Article focuses on closing UK sites (Lancashire and Nottinghamshire) with no mention of Singapore operations.,rumored,rolls-royce-2020-08
Citi,2026-01-13,2026-01-13,1000,,,Finance,https://news.google.com/rss/articles/CBMipAFBVV95cUxOT1V5TkMzdE1EUFpxSXNSVUtJNExCUWRnU2NhSmxRUUk3X3VKc0tBb0d0RlZqX3FFMWZLcHdjNFF0bzlpTE5kVnV6djctdjNfSEw1RVRXb3p1SGxNRU03NnZVWV9NS0dRZmFmMWFHZ2pHQXR4S3BDWTBWOWdDNVZMSXdiSUV6Z2tpMWdMaV9oaDV1RzZPYkMwdmNnVmwtNjlDeHhKYg?oc=5,"[LLM rejected: not-sg] No clear Singapore nexus; article appears to be about global cuts at Citi, not specifically Singapore operations.",rumored,citi-2026-01
Cimb Singapore,2021-07-23,2021-07-23,,,,Finance,https://news.google.com/rss/articles/CBMid0FVX3lxTE9pQ3VvSzB4elMyUVFNVVFfQ05JeFpoYm1Pam5VVXBUOVRmV3pPTVNvbEl4VUpWTFNxY1NURDZSN3JxWU9mdlQ2Tm1vREVuVkxwb2lpYTVqRU15czBXZlhSYTJ6ZndVWWlSZDktRkVERzRyS3JlaFA4?oc=5,"[LLM rejected: job-posting] This is a hiring announcement, not a layoff event.",rumored,cimb-2021-07
What Hormuz Closure Means For South-east Asia’s Food Security - The Malaysian Reserve,2026-04-20,2026-04-20,,,,Other,https://news.google.com/rss/articles/CBMipwFBVV95cUxPZ1BMREtmNG0wNXpEWVBUa0tmYzFXSXZCYWNlVVpVTTBNUEVpbmhtNzRsSndjOTR0WU5FZlRwSWc1alM5cjZTcWpwZFpYLTVBdjh6cnhMWGN1eWxvdDRlZGdmWVNMZVl5T3lXOEVGNExvWkdOVXd5QlBodjNFQmhONmNFdlFzTDRxYWlaM1BBWWNYVDcwQzFwYTlYN2gzbGFZTHlyb3pEWQ?oc=5,"[LLM rejected: not-sg] The article discusses the impact of Hormuz closure on food security, with no mention of any layoff event or company in Singapore.",rumored,what-hormuz-closure-means-for-south-east-asia-s-food-security-the-malaysian-reserve-2026-04
Monarch Tractor,2025-11-19,2025-11-19,,,,Manufacturing,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNalJJN1Vja1Y2Xy05eGNWSDhRbUFiZE52bDJHZ1BZUEtWdXhSTlNZVnp5b1ozME1GREV3N3IyU2h5VHJOeF9Uc3lPWC1BVzBSd0xOSFV0Y3UtTHRIMVY5ZUlPaU1TTGdLZXVaSGxScUZzcU9yWC1MNE9acDJPLWIzeXpYQ1hhaVROU2dpRi0wc3NFTlpDTm5lV01hcjFPYnhseGRaQTlkX3c?oc=5,[LLM rejected: not-sg] No Singapore nexus; Monarch Tractor is a US company with no mention of Singapore operations.,rumored,monarch-tractor-2025-11
"Pay For Ai Jobs In Singapore Grows 5 Times Faster Than Overall Wages, Fresh Grads Earn Up To $90k A Year",2026-06-11,2026-06-11,,,,Other,https://www.asiaone.com/singapore/artificial-intelligence-jobs-singapore-salary,"[LLM rejected: commentary] Article discusses salary trends for AI jobs, not a layoff event.",rumored,pay-for-ai-jobs-in-singapore-grows-5-times-faster-than-overall-wages-fresh-grads-earn-up-to-90k-a-year-2026-06
Singapore Finance Sector Set For Job,2026-06-09,2026-06-09,,,,Finance,https://sea.peoplemattersglobal.com/news/strategic-hr/singapore-finance-sector-set-for-job-cuts-as-employers-turn-cautious-survey-50170,"[LLM rejected: statistics] Article analyzes survey data on employer caution, not a specific layoff event.",rumored,singapore-finance-sector-set-for-job-2026-06
Singapore Pmes Turn To Unions As Job Losses Rise Amid Ai And Offshoring Pressures,2026-06-08,2026-06-08,,,,Other,https://sea.peoplemattersglobal.com/news/economy-policy/singapore-pmes-turn-to-unions-as-job-losses-rise-amid-ai-and-offshoring-pressures-50147,"[LLM rejected: commentary] Article is a general commentary on PMEs turning to unions amid job losses and AI/offshoring pressures, not a specific layoff event.",rumored,singapore-pmes-turn-to-unions-as-job-losses-rise-amid-ai-and-offshoring-pressures-2026-06
Bsquared Technology,2026-06-06,2026-06-06,,,,Tech,https://www.prudent.hk/post/mas-revokes-the-major-payment-institution-licence-of-bsquared-technology-pte-ltd,"[LLM rejected: legal] Article is about MAS revoking a payment institution licence, not about layoffs.",rumored,bsquared-technology-2026-06
Global Mobility: Firms Move Operations From Singapore To Malaysia,2026-06-10,2026-06-10,,,,Other,https://www.cnbc.com/2026/06/11/global-mobility-firms-move-operations-from-singapore-to-malaysia.html,"[LLM rejected: aggregator] Article discusses multiple firms moving operations from Singapore to Malaysia, not a specific layoff event. It appears to be a market overview/trend piece, not a confirmation of layoffs.",rumored,global-mobility-firms-move-operations-from-singapore-to-malaysia-2026-06
H&M,2026-06-11,2026-06-11,,,,Retail,https://www.gurufocus.com/news/8911447/hm-and-heineken-shift-operations-to-malaysia-amid-rising-costs,"[LLM rejected: not-sg] Article discusses shifting operations to Malaysia, not a confirmed layoff in Singapore. Source is an aggregator, no specific details about Singapore workforce impact.",rumored,h-m-2026-06
Rising Costs In Singapore Spur Business Migration As Regional ..,2026-05-30,2026-05-30,,,,Other,https://www.scmp.com/week-asia/economics/article/3355378/rising-costs-singapore-spur-business-migration-regional-alternatives-rise,"[LLM rejected: commentary] The article discusses general business migration due to rising costs in Singapore, not a specific layoff event.",rumored,rising-costs-in-singapore-spur-business-migration-as-regional-2026-05
La Revue Gauche -  Left Comment,2026-06-09,2026-06-09,,,,Other,http://plawiuk.blogspot.com/2026/06/the-singapore-to-malaysia-migration.html,"[LLM rejected: commentary] This is a blog post about Singapore to Malaysia migration, not a layoff announcement. No specific company or layoff event mentioned.",rumored,la-revue-gauche-left-comment-2026-06
Tools For Humanity,2026-06-11,2026-06-11,,,,Tech,https://www.hrkatha.com/news/layoff/sam-altmans-tools-for-humanity-cuts-jobs-as-revenue-struggles-continue/,[LLM rejected: not-sg] No evidence of Singapore operations or specific Singapore layoffs mentioned in the article.,rumored,tools-for-humanity-2026-06
World (formerly Worldcoin),2026-06-09,2026-06-09,,,,Tech,https://www.techspot.com/news/112701-sam-altman-eye-scanning-world-project-lays-off.html,[LLM rejected: not-sg] The article does not mention any Singapore operations or impact; the layoff appears to be global without specific nexus to Singapore.,rumored,world-2026-06
Tools For Humanity,2026-06-08,2026-06-08,,,,Tech,https://aiweekly.co/alerts/tools-for-humanity-lays-off-staff-amid-revenue-struggles,[LLM rejected: not-sg] No clear Singapore nexus; the article appears to cover global layoffs without specifying Singapore operations.,rumored,tools-for-humanity-2026-06
Tools For Humanity,2026-06-10,2026-06-10,,,,Tech,https://mobileidworld.com/tools-for-humanity-reportedly-conducting-layoffs-as-world-app-revenue-lags/,[LLM rejected: not-sg] No mention of Singapore operations or impact; the article reports global layoffs without a Singapore nexus.,rumored,tools-for-humanity-2026-06
Cundall,2026-06-08,2026-06-08,,,,Other,https://insitemagazine.co.uk/cundall-streamlines-operations-with-redundancies/,[LLM rejected: not-sg] No Singapore-specific information; likely UK operations.,rumored,cundall-2026-06
Shopify Layoffs 2026: Ecommerce Engineering Hiring Window - Kore1,2026-05-28,2026-05-28,,,,Other,https://www.kore1.com/shopify-layoffs-2026/,"[LLM rejected: not-sg] Article is from a staffing firm blog discussing Shopify layoffs and hiring, not a specific Singapore company event. No clear Singapore nexus.",rumored,shopify-layoffs-2026-ecommerce-engineering-hiring-window-kore1-2026-05
"New S$643m Facility Will Create 1,000 New Jobs In Semiconductor Sector Over Next 12 Months - Cna",2026-06-10,2026-06-10,,,,Other,https://www.channelnewsasia.com/watch/new-s643m-facility-will-create-1000-new-jobs-in-semiconductor-sector-over-next-12-months-6174471,"[LLM rejected: job-posting] Article is about job creation, not layoffs.",rumored,new-s-643m-facility-will-create-1-000-new-jobs-in-semiconductor-sector-over-next-12-months-cna-2026-06
Applied Materials,2026-06-10,2026-06-10,,,,Manufacturing,https://www.businesstimes.com.sg/singapore/applied-materials-boosts-singapore-manufacturing-operations-us500-million-campus-meet-ai-chip-demand,"[LLM rejected: job-posting] Article describes expansion of manufacturing operations, not layoffs.",rumored,applied-materials-2026-06
Applied Materials,2026-06-10,2026-06-10,,,,Manufacturing,https://asia.nikkei.com/business/technology/applied-materials-opens-500m-manufacturing-campus-in-singapore,"[LLM rejected: job-posting] The article is about opening a manufacturing campus, not layoffs.",rumored,applied-materials-2026-06
Applied Materials,2026-06-10,2026-06-10,,,,Manufacturing,https://www.edb.gov.sg/en/about-edb/media-releases-publications/applied-materials-expands-singapore-manufacturing-for-ai.html,"[LLM rejected: job-posting] Article is about expansion of manufacturing facilities in Singapore, not a layoff event.",rumored,applied-materials-2026-06
Applied Materials,2026-06-10,2026-06-10,,,,Manufacturing,https://www.quiverquant.com/news/Applied+Materials+Expands+Global+Manufacturing+and+R%26D+with+New+US%24500+Million+Tampines+Campus+in+Singapore,"[LLM rejected: commentary] Article describes expansion of manufacturing and R&D campus, not a layoff event.",rumored,applied-materials-2026-06
Lazada Singapore,2025-10-30,2025-10-30,,,,Tech,https://news.google.com/rss/articles/CBMidEFVX3lxTE5VN2tKaTlxNGxTWi1nOExzZnFIb2pIRGZTN0xtSURpVExITzJzWUllOVJZQVYzdk95SV9sY0NiVzdfU3BmRUxwbmpOQmFfMFRsRzF3R0tnQnU2MFczbXhXZ3pZYTFiUEtzWWNTOEY3U2Y1QllC?oc=5,"[LLM rejected: not-sg] The headline mentions an apology to a union (FDAWU), not a layoff event. No indication of job cuts.",rumored,lazada-2025-10
SIA Group,2025-06-13,2025-06-13,,,,Other,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNQzdZMDlqaEdGNkpCSExMLXd3UndzbFZrSEJRNDEtT2FHeEZfR0l0bjVBcXl3aUUwUXd3RU5ESEdlYU5CREVCRHpjY1F6SE1Vc25ES1FuY0V4Q1BJTlZuSVdDVUVmVS0zMGJtLUc2Z2s0WEdLMFFyX05ueG9QQURnLVQtRXdyRko1am9UQlh5TE9LQ3M1WllwS1czLVBGdHE3cW5aUG1wSTYwMjFiNFg5OTBZeGNmY2hr?oc=5,"[LLM rejected: job-posting] Article is about SIA Group creating job opportunities for affected Jetstar Asia staff, not a layoff announcement.",rumored,sia-2025-06
Nissan,2025-05-12,2025-05-12,,,,Manufacturing,https://news.google.com/rss/articles/CBMimwFBVV95cUxORFBtZlJpM3ZUbV9hclJQelFuSXF3QkM5Vnd5SVJxU25NM3I0UFBHd1Z5NXZrUXB5SWZKWEVHQWp5MDdhT0NPVUt2a2NXSUxwYUljYVlzUDNQOVRhcWFLMUpMWHh4b1d6TjhXeWpqRzBYOGtNdllxRU5FWkxpNk9sTldLT0tZYzRKaUh3SWREaW5UOTFDZkZhWTdRSQ?oc=5,[LLM rejected: not-sg] No clear Singapore nexus; likely global announcement.,rumored,nissan-2025-05
DBS,2025-02-24,2025-02-24,,,,Finance,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNZ2s5Y1kzWVBVbEo3WnRWYXpUZnlWNk5lZFROVWZEbEJISlp5ZmVkM2ZhYUpUdXhXcFdHR2g4Sm1zZG5wYk1ROXZlcDZXdThVMzd3X2ZOYUNjNWwyVGp6OHQ3aHRJVF9jTEpVdHdkcEFTVDhlb3BDMW1DaHlKVmdZNXBLMDJONHc3cEZxdkFJU3dxZ0RfS0pObS1oUlhMVGFlcDJ6bG5kMGJzT09ha0Y1dVRUUm9sUmIxZXMzeTFpNTFMRkVCZEt4OTVISUpxcVYz?oc=5,[LLM rejected: commentary] Title suggests commentary on job outlook rather than a confirmed layoff event.,rumored,dbs-2025-02
Shandi Global,2021-08-23,2021-08-23,,,,Other,https://news.google.com/rss/articles/CBMi9wFBVV95cUxPR3NTRWl3RGZTemhDc2hld3JzRjFkNDRHTVoxb0VWbHVoUGhZTVZNMk9qY3NZOU5tRWlZNEFuWENCMmNtQTlaYmg5M2NiTlJtRkdIc1prVW1wNjNJXzNMbXExdl9OS01ocFBtQXlVWVBSNlpkM0tWR3dlQWJJbXBsWVJsUjhhMTZzU0Y4MXJJUzJOeXNibE04Yy1OQ0daWnNtSWtNekd0ekFmekp1X2pPb3NNeHh1ek1TVV9XVWpnNzFlS1ZMZVFjRW9DWm1JaDNEazQwSkJMLS1yMWtqbjFoLVBuZmhJZ0stRVJiSXBYT1dodUJIMjM0?oc=5,"[LLM rejected: job-posting] This article announces a new manufacturing facility setup and funding round, which is a hiring/expansion event, not a layoff.",rumored,shandi-global-2021-08
"Ceo Of Startup With Offices In Dubai, Singapore And Us Issues 'public Apology' To Employees For Unpaid Sa - The Times Of India",2025-07-04,2025-07-04,,,,Other,https://news.google.com/rss/articles/CBMimwJBVV95cUxNdGRWaTBWTWZGTHhnOXAzbUoyYVpheXRFSEJSRXpNOEtVSU9BV0hLSGwxZzBDU2FuLWFvcWQ2S1g0Ym5JNkswRS0zMWVSNFA5cTE2bkFmOGRSTGExajF3bXI3RmZ5OThlTVBpVjFILW5nUDRjZEdBV3ppWnNPekFUSTlZTHdBYUZOMTl2WDNaYnJ3SUx6QWdyVmlueUlCT3lOSnhFS2ZRUzFqelZRNXNJSWQ1Q0V4MGhhczJodE4xT1lxeGlWODN6dmVKcW9IbTlSeVJPb0NNajFYNDR0X0xMZUdneHNzUHRKRFpLSTktNFpkRHhhajNuNlpwZXhyeVY0S2dqWHRwVmlFVkNqWmVuM0pkdEk4bE9zZDh30gGgAkFVX3lxTE11Z0lwMVdHdC1xZnpWR3pFcWlpaTdWcWNUazBCd2FNekNGOVJJQVhSZjVBNmJnWVYySG5rYW1SazNiZVpfTFV6Wkw2Sk4xWmYyZUhpRnpnQUJIRHFpbVVXMUFiN0ttLTU3MHMwSkVJRUpjRHRHSU82Qjd3cUhCTEIwQkdJbDVJRTF4Q29wUFRnd3V1NWxqNVg2SThuOUxlR2lUNjdJY080VmNhOHVqeXBPVkpEMUxOUkNjd1FFeFh0X2diekdWa2FGMFFBMWRUS2gwUDNzczFTVEdZTVI5cVB3RW14MlRPNlFJb0h2eTd4RXNDVjc4cUI2WUNwcXk4WndIQzFLek1KamlGNndRMktNeFZHdlhxSVo1Y1o1TmlTTA?oc=5,"[LLM rejected: commentary] Article is about a CEO apologizing for unpaid salaries, not a layoff event.",rumored,ceo-of-startup-with-offices-in-dubai-singapore-and-us-issues-public-apology-to-employees-for-unpaid-sa-the-times-of-india-2025-07
Sea Limited,2026-06-10,2026-06-10,,,,Tech,https://www.valuethemarkets.com/cryptocurrency/news/sea-limiteds-strategic-layoffs-and-ai-integration-in-e-commerce,"[LLM rejected: commentary] The source is a financial analysis/market commentary site and the article appears to be an opinion or analysis piece about Sea Limited's strategic direction rather than a specific, credibly reported layoff event.",rumored,sea-2026-06
CapitaLand,2026-05-31,2026-05-31,,,,Real Estate,https://finscans.com/news/capitaland-cuts-10-of-china-workforce-as-property-slump,"[LLM rejected: not-sg] The reported layoffs target CapitaLand's China workforce, not its Singapore operations. No clear Singapore nexus.",rumored,capitaland-2026-05
Pixels,2026-06-02,2026-06-02,,,,Tech,https://www.blockchaingamer.biz/amp/news/42375/pixels-reduces-headcount-extend-runway/,[LLM rejected: not-sg] No clear Singapore nexus; the article likely covers a non-Singapore company.,rumored,pixels-2026-06
"Please Be Informed That The Taipei Representative Office In Singapore Will Be Closed From 12:00pm., 28 January 2025 To 30 January 2025 - Roc-taiwan.org",2025-01-27,2025-01-27,,,,Other,https://news.google.com/rss/articles/CBMiV0FVX3lxTE56M21DUzJNUVNjbTdtYkh1VnRnNkQ4cHlIYXRDZXFhNmU5Ty1BbnZxSE1mUV9Mb2x4UTJCTXl3eXpHY1lHTUthWV9kLVk3MFFBWmU1WnJuOA?oc=5,"[LLM rejected: not-sg] The article is about a diplomatic office closure, not a layoff event.",rumored,please-be-informed-that-the-taipei-representative-office-in-singapore-will-be-closed-from-12-00pm-28-january-2025-to-30-january-2025-roc-taiwan-org-2025-01
Clarks,2025-07-01,2025-07-01,,,,Retail,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOb0hfVDB4dFkydUs1QjZtcTV3WXJ6ZlVQeFFRdC1tMFFRUVVOMy1mVUF6UmZRVHY0NmJXazVxZHVTeGQtVFEzQWxKZ2xNZXNQOFlpN3JXcjV3Y2RBOVNEQzVDUVpaZzViZHZSUllGOXJTRi1SQ2s1WDJ0NzBYTVNvZ2ZCMWNseF8t?oc=5,[LLM rejected: not-sg] No clear Singapore nexus; global announcement not specific to Singapore operations.,rumored,clarks-2025-07
Qbit Semiconductor,2026-06-10,2026-06-10,,,,Tech,https://www.tradingview.com/news/prnewswire:8a05172813097:0-qbit-semiconductor-announces-acquisition-of-60-stake-in-singapore-s-sinchip/,"[LLM rejected: commentary] Acquisition announcement, not a layoff event.",rumored,qbit-semiconductor-2026-06
Ai-linked Layoffs In Us Spark New Wave Of One-person Start-ups - The Straits Times,2026-06-06,2026-06-06,,,,Other,https://news.google.com/rss/articles/CBMijAFBVV95cUxNazZnTi1Cd2JadDMwbXZRSlBucFhkMy1TNEpPWUtyUW52cmhMS3FqTkV5NER5djE4M0I3ZW5NQ21ibDZNanRyMTdQbWVtb2xvcDdwTHBUbXdNQWQ0VUlyNXNycmRmcUpXSl9tSWk4dnFnLWQxNUQwSVpmajVGOEo2SHY0S1loUFczekhUUA?oc=5,"[LLM rejected: not-sg] Article discusses AI-linked layoffs in the US, with no Singapore operations or entities mentioned.",rumored,ai-linked-layoffs-in-us-spark-new-wave-of-one-person-start-ups-the-straits-times-2026-06
“we Are Family” Primes Expectations Most Companies Cannot Meet. - Psychology Today,2026-04-04,2026-04-04,,,,Other,https://news.google.com/rss/articles/CBMipAFBVV95cUxNM09RcEwtT1REeGZPWGdkY183aTd2SWFtM0VKQ2FkcUdJeUNTYzAxODZ5VGdTZklaQjNLcmJNTDBrQnRrenB2eHNlUlRGYWVWcEdoNmtVQVMwWkR3MUFhM1dCQXdJV2E1Szg0TER2cUdaNTNKZ1NGOHpCZVhIOEtLSFZSeFVuZ1JMTEthdU5QZnVIRjlTS1gzbTYzYkFFUVc2R29UT9IBqgFBVV95cUxPVld4ZE5TNUlNQXhHQ0tmN1RZMUZidVpQZHNSMDU4M0dwa2xaRkRDYXFFVVVjOXNSSnAwSG9VbFNxRW1VSnZrOE1yUHNZNVBLSjhCckZ1a2hqM0tONC1VTzBfbS1GbWZ6MVRocVlSRXl1NzhpM0IzZVFnZmNMWXRyckZqS3ZaMFRiSkdhaWt1c09RRjNTcWkwZ3FuTEpaS2t5bFY2Z0tHenZrZw?oc=5,"[LLM rejected: commentary] This is a commentary/opinion article from Psychology Today about workplace culture expectations, not a layoff announcement.",rumored,we-are-family-primes-expectations-most-companies-cannot-meet-psychology-today-2026-04
‘loyalty Has Become A Liability’: Singaporeans React To Rising,2026-06-11,2026-06-11,,,,Other,https://news.google.com/rss/articles/CBMiogFBVV95cUxQUV9TVkZHNnMzal9CNTRfWnMzZEZRamI1NG1rcVhDZlplLUdlN2hjc1FONU9sNnFjcEFKa2VFc3hWakw1dV9IOE5qUDJkeHh0OGEwekxoelZIMmpVaXFDVVNTTmJ6M182djA0TWRoMHBfT0J3OGRNUmRSZUNINUhqbXZVeU5EdU9ITG9BbTBXbjlVZmM4cm5NeWxmbXJHWTVIclE?oc=5,"[LLM rejected: commentary] The article is a general commentary or reaction from Singaporeans, not a specific company layoff announcement. No company is identified.",rumored,loyalty-has-become-a-liability-singaporeans-react-to-rising-2026-06
"Singapore Layoffs In 2025: Microsoft, Tiktok, Meta, Standard Chartered Among Those Affected - Vulcan Post",2025-08-14,2025-08-14,,,,Other,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9Qd0ZYQmR6SmVpRkxZVWxTbjh5R1lTdzJ1QTgyZDZkTkoyeTltR0Z5WlJfcUZhNHVvcFFEMmZydnR0ZjRDdjlEaWZQQXlyUFhLNkcwOHI1LXVVeWQzcDJYVXBvMWZtX28?oc=5,"[LLM rejected: aggregator] Aggregator article covering multiple companies, not a single specific event.",rumored,singapore-layoffs-in-2025-microsoft-tiktok-meta-standard-chartered-among-those-affected-vulcan-post-2025-08
"Grab To Tiktok: Despite The Rampant Layoffs, These 7 Tech Firms In S’pore Are Still Hiring - Vulcan Post",2022-11-24,2022-11-24,,,,Other,https://news.google.com/rss/articles/CBMihwFBVV95cUxPSFo5eFI2OVp2bEdqQVlDVXZjTlVTNDlhYXNyT0hudEFYVGhieWRsTGxZWmliNjdJLWpvcE53dzJHUy1xQlNSV3pLMXg5cU9ELXFaaWpkOG1wVlhGdU9wQUc5V3VKeW9ERGl0blFsRWx1M3B4YTliT2ZuSFVBSWxjY2ZCeEFWNWM?oc=5,"[LLM rejected: aggregator] Article is an aggregator covering multiple companies and focusing on hiring, not a specific layoff event.",rumored,grab-to-tiktok-despite-the-rampant-layoffs-these-7-tech-firms-in-s-pore-are-still-hiring-vulcan-post-2022-11
CRS,2025-01-07,2025-01-07,,,,Other,https://news.google.com/rss/articles/CBMimgFBVV95cUxOdzlHTGZLOWdObXlSbUh0QTJiNENXNmtJeGd2NmhmS2ZNTDFlZHc3RjdWT3ZacE1aaTE1Qk1UWS1PRW1ZOGNaeEt2ZDhkZ1NhRjZ0R3Y4UDVvNTA5Yk1GSHllOF9OQkVJRXMzZHBiZjRTbjMxQ2xpUWJpcGtRMzZuMzFQWEROenJ3ZXNIQnBCOWVwUWRwZUhES0l3?oc=5,"[LLM rejected: job-posting] Article announces a hiring, not a layoff. CRS is expanding its Singapore team.",rumored,crs-2025-01
Volvo Cars,2025-05-27,2025-05-27,,,,Manufacturing,https://news.google.com/rss/articles/CBMirgFBVV95cUxOVFV6QlBvWDMxYXZqbUprc0VlbndWN2NFelpQaXpUU1R5dVQ3ZmFxb1JKQUc5VEVyMExzTG5xYzFGOWZValRObDJ2aGR2ZnRKbTl2NFIxWk9haVUySmxrMFRmMGRsUWV3RDl6bkVrZVhpY1VjWElqbFpfN25DYUtfYk9vTVNERlN2RWZockpEM3FwUHVIczFwaGxwb3pxQ29jMHo2aHpQc1VyT0dsM0E?oc=5,[LLM rejected: not-sg] No mention of Singapore operations; appears to be a global announcement.,rumored,volvo-cars-2025-05
Dyson,2024-10-02,2024-10-02,,,,Manufacturing,https://news.google.com/rss/articles/CBMivgFBVV95cUxNb2N6d1Nwa0pJemJTNmxRYkZKU1BMcHhpTnhZbUxWbFU1RndCb0htZ3lleFJDR2RaU3FhWW5aS0FIbVA3RnRSWFNOX3l2STJBbWpJOXIzbHBNMHpaRUEtdTVRTnJpSkxfUGJPdXlXb1NFSHZ6WGJqcmktaWg0b0lXZ0JkbnFvNTJ4cmtIM3IzcEpSTkM0Ujc1WXhxM3lQQXhmaC1jODdMUFh5WlZ1Y2YwMExySHI1VGdKTG5lU0NB?oc=5,"[LLM rejected: commentary] Article discusses workers' rights during layoffs, not a new layoff announcement; appears to be commentary or legal advice.",rumored,dyson-2024-10
"Hiring Freeze, Reluctance To Work At Small Firms: Young South Koreans’ Difficulties In Getting A Job - Cna",2024-04-26,2024-04-26,,,,Other,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOeDlzdjM1MU1xTWNzSk1pQ0RVUGlZQTZ4VnUtZ2lJWTg1djRsNGNHWVpuNzZiUnNWM1UwTTVZeG5ncTltYWhldU15VzBlamxYU2VHRTRhTDI3MklfRmRLTVR4Wml3Wk9yWTg2bW9TeTJXVTJMQmJ2SzRSOWZjWDVEZlFKcE1iOVdVa0ZwWFdkSUNiejZPY0RPd011cmxmMHVYMWN1OFVZN1UxUQ?oc=5,"[LLM rejected: not-sg] Article is about South Korean job market, not Singapore layoffs.",rumored,hiring-freeze-reluctance-to-work-at-small-firms-young-south-koreans-difficulties-in-getting-a-job-cna-2024-04
Most S’pore Employers Plan To Freeze Headcount - The Star,2025-12-04,2025-12-04,,,,Other,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNLU41LWdXMmpuYnF5cnlBM05qTEl6WmxqVE1ob0tZTm8yX3J2ZHdKN2hDZGxnT3dmNk1qZXl6dGYwMVdydlNHbDRGUUVfVmdJalkzYmtHeHZCd0pkcTNxbjB3emJQNmFpLW5FYXJxaTl0TzlFa2JjS0VabTFIdXBXSi1XNk1tTnNDNzNNVHBUeEFhUHhYWWY4dVpxQ3F3b1d2QmhIMEZiTEZodw?oc=5,"[LLM rejected: statistics] Article is a general market overview about headcount freezes, not a specific layoff event at a named company.",rumored,most-s-pore-employers-plan-to-freeze-headcount-the-star-2025-12
