company,date_announced,date_reported,jobs_cut_sg,jobs_cut_global,pct_workforce,industry,source_link,notes,status,event_id
Ai-driven Layoffs Could Erode Firms’ Competitive Edge: Jasmine Lau - Singapore Business Review,2026-05-08,2026-05-08,,,,Other,https://news.google.com/rss/articles/CBMiowFBVV95cUxQdEF3ZHhqQ1Axd0pYUndtMktpc080V3lUX1ExdzBlcUJEbHluOEZybzIwS3RwM1ZDemV6Vng0TFJlWEJDV2RMNFl3ZXlXeW5qM1V3Y3Zlc09KbTAteVZ5M1hnQmp0X0ZSN1E2T2RkU0JjVmNFYm1objg2dkhkUHMyZHY3S0dDeXo5QkNDT1I4S3Fld3hSUDZYenJING5FWXJ1UWE0?oc=5&hl=en-US&gl=US&ceid=US:en,Not a specific layoff event,rumored,ai-driven-layoffs-could-erode-firms-competitive-edge-jasmine-lau-singapore-business-review-2026-05
Retrenched At 22: What It’s Like To Be Laid Off In Your First Job - The Business Times,2026-05-14,2026-05-14,,,,Other,https://news.google.com/rss/articles/CBMinwFBVV95cUxOZmt5Mmx5azloNEtiY0w4bEE0UUxBRF9aaUNRQmhOVVVGU0p3eDktMmtpbGJ3UElnQl9FclFINU9lQnRmQktOU0ZQU25Jb2FEZnBNRlBTMWM2NFQwLTVzSkNGWFdOamdHNDViSERmRFRQN3VNWENucnY3T245cFlxVlJfUnJFWkoyRlF2YXFEbGtBbHpFak8yb2RCZ0dBZDg?oc=5&hl=en-US&gl=US&ceid=US:en,Not a specific layoff event,rumored,retrenched-at-22-what-it-s-like-to-be-laid-off-in-your-first-job-the-business-times-2026-05
Layoffs Hit Singapore: Seven Industries Have Already,2025-11-24,2025-11-24,20000,,,Other,https://news.google.com/rss/articles/CBMibEFVX3lxTFBRQ1FIdDRINmlLWXRZTGFVdnpCVE1YR05MLWUxaC1OelM4ZHlpSnBtUWV2Sk0zSlBpOTR3cEdualcxWTNORjhLeDluSnBJazRXX1BpemdTTGNMdlg0MVcxZDl2R0FvZmF5UDVJNw?oc=5&hl=en-US&gl=US&ceid=US:en,Not a specific layoff event,rumored,layoffs-hit-singapore-seven-industries-have-already-2025-11
"Pmet Layoffs, Vacancies Suggest Ongoing Restructuring; No Broad-based Displacement By Ai: Mom - The Business Times",2026-03-20,2026-03-20,,,,Other,https://news.google.com/rss/articles/CBMi3gFBVV95cUxNck9sUGh5cGdNOTBYbVotR1FoNmNiWGdUTkRBQlotMEpYZnBXRVl0bWYxeVZfcHdTWTB5NHNhanpGUGtVR3hMbU1vZ05yQTZHZXJOUFViZGh3c1VEV2RVb0YyT2VTcXFoWVlCY1QweWpDX24zZ2VzSjBqbDcyZmU4R1JUNktqM2hYZUE4Q3hJTTNiaF9xdHEzUjNDc2I1cl9ySFVUcGhBQUl6UEdNSVpJT0FTSmFkRGpiT3Jzb0tVTGhLOWh6TGtFS1ItQU5kRDFmOVlYMGhmY0JqR2lSTXc?oc=5&hl=en-US&gl=US&ceid=US:en,Unresolvable Google News URL — likely duplicate,rumored,pmet-layoffs-vacancies-suggest-ongoing-restructuring-no-broad-based-displacement-by-ai-mom-the-business-times-2026-03
From Tech To Oil And Gas: Job,2025-10-03,2025-10-03,,,,Other,https://news.google.com/rss/articles/CBMipgFBVV95cUxOTUZLaWFjMFRPeXdLSXY0WGE3VW9xbWE0MFlzWEhNa1NWQ2YzY2l2WkV2Rzk0ZGpLekZkLUlBejBIZ0tlcjdEd1ZuUDBMU2Noa0MwYi1IZ2l2R3dNT3A2MU9yMVY5dWZOWUZXd0dwVHYxYnJNLTF0Qzg2ekgxcGNUU1U2XzJfQ2xES0s2SnBSWDB5UkJGUVZKcklMeVFreGhzazVaS2VR?oc=5&hl=en-US&gl=US&ceid=US:en,Not a specific layoff event,rumored,from-tech-to-oil-and-gas-job-2025-10
"Singapore Logistics Firms Brace For Tougher Times, But Ev Adopters Yet To Feel The Pinch - Cna",2026-04-29,2026-04-29,,,,Other,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPbW9iSW96MzV1cmhKSUxQbXB6THZSbmJtb2owQkdRTEMxQXVFUlVRNERwR05PWWswV0I5WjlGLTJIY3RFTWRjSHlQWlNDTjgxRjd0ZEMxcHNncm8yYWhKcmJpQTVFQTNmblBKaERwdmdpWC1KSnJNdDgtSWREWmI3djZnVjY0UFJmTDduY2t2WUdwcFRqLXZwNkd6TkhJa0pOZXM1ZDBPNjFSY1V2aUZnMEJHMGJoS2NyMHpDMEdTekxxazFjaWFVRQ?oc=5&hl=en-US&gl=US&ceid=US:en,Unresolvable Google News URL — likely duplicate,rumored,singapore-logistics-firms-brace-for-tougher-times-but-ev-adopters-yet-to-feel-the-pinch-cna-2026-04
"Singapore Says Ai Must Create “good Jobs,” Not Mass Layoffs - People Matters Media",2026-05-07,2026-05-07,,,,Other,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQV1pZU2ZTWTU3eGpxQlIteWpXekNZR3NaNEYyQzZ4VUk3RER6NGowd0hFWDQ2bzhtekdRd0d2QTB5d3VkeWtkVHdPcU9tTlVQM25icUctcGo0TWZFMFlJUUg0MXpuMHg5dWg5blFvaUNOOGJad2oxck5raUdXaUFRZzNhTEd1M3M0OWs3Ql9XTTVSMHNMS256VWxkaDlMVC1Xd29PbUdIMU10UlZtRkw2X0M4Mm4wZklpSjhQQmFVOTY5Zw?oc=5&hl=en-US&gl=US&ceid=US:en,Unresolvable Google News URL — likely duplicate,rumored,singapore-says-ai-must-create-good-jobs-not-mass-layoffs-people-matters-media-2026-05
"Meta, Amazon, Wall Street: Global Giants Slashing Headcounts Worldwide - The Business Times",2026-05-01,2026-05-01,,,,Other,https://news.google.com/rss/articles/CBMivgFBVV95cUxPQW1GUFR5M1Q4R0FoNmtoeGVDWFN6ajRwb3o5ZmlFaWtjX3ZZaFNTNThsbnY0U1ZkSlZPNHdMMkYtWnBWZ0FqWVFGUC1CbW0wQ0M1dERnY25JeEdIU0NLUlpXbmdpZ0ZWRjVOSUJOSmlOLTUwdkVhUXVwVGljTDkteS1tMDBhQ0VPbFppbXVadm1XS0dVb3kzTmhVVjNnengzMk5OX3hYNjJzUGp2bnhLWHlhY2xoNTl5ZUROTHZB?oc=5&hl=en-US&gl=US&ceid=US:en,Unresolvable Google News URL — likely duplicate,rumored,meta-amazon-wall-street-global-giants-slashing-headcounts-worldwide-the-business-times-2026-05
"‘they Moved Everything Overseas’: Local Employee, Now The Only One Left In Sg, Fears Being Laid Off - The Independent Singapore News",2026-04-25,2026-04-25,,,,Other,https://news.google.com/rss/articles/CBMivgFBVV95cUxOLUF0cHplMGtEY3lTdnVDSi1xUnZhV3JVS3dBZVFhUERfallwRHNOX3ZoRHQ0SVFVYWtneDhYM2FkS3Z4VjZmZ1pDTFNvdjJmbzNnSTk5NVlETHRBeU1FTldmanh2OGU5TDVzU2F3RzFWajVoNE10dDhVVHZYd0R2SnU0ZW45RzlweWNSZGZQa2hiVFhEOTlIWVp0Z21JTXBidUlreHFkMHZyNkN4Vnh6UmhWQlBEbHRVbHdxVVd3?oc=5&hl=en-US&gl=US&ceid=US:en,Unresolvable Google News URL — likely duplicate,rumored,they-moved-everything-overseas-local-employee-now-the-only-one-left-in-sg-fears-being-laid-off-the-independent-singapore-news-2026-04
‘one Meeting Away From Getting Fired’: S’poreans Discuss How To ‘keep Going’ ... - Mustsharenews.com,2026-04-26,2026-04-26,,,,Other,https://news.google.com/rss/articles/CBMieEFVX3lxTE1OZHFEUWx3VW9jZEx1aTdYUFZCQkE5dnVWN3puSUk1ejZ1bEVfdjJKS0E2UER1OE95UVJCTFhnZnVRTHJyN0o4MG5IWENtaDRRWGl1NklpdGZUMHFMTWplLUNSVTRBTEw0d1hYekJVMkZzdkppSmNlddIBfkFVX3lxTFBHcVMtWDJsb2ItTDUwTkt4QWlQd0FTSVM2QlJrR0F4NnJYNUlMWURVeFl1dUUzQ0thSTAwZjU3SmNZWlk2RDFyMUNwVkU0ajZUU1h2RFJ3ckRqbk5SMFZ1NjJCN2VnajBSNU5NR1I1WG5lei1jb0JPWXNycENYZw?oc=5&hl=en-US&gl=US&ceid=US:en,Not a specific layoff event,rumored,one-meeting-away-from-getting-fired-s-poreans-discuss-how-to-keep-going-mustsharenews-com-2026-04
"Mandatory Early Layoff Alerts May Hasten Layoffs, Impede Talks: Tan See Leng - The Business Times",2026-03-03,2026-03-03,,,,Other,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOYlVSUkJxXzNvQ0ExUF8wdVJCRXRUUFF3WVA2SHRWQkI1UkZfMVg3SXItYW9ySS0zenl1TEpJWks2SEZNWVZ2TlJqRndBY3lzd1ZwcFNnNWxOeDQtWE10YWpvNTRQRFY0YnlXZUdTWVhpU2dURW1HdEx4ODRkS3F1NFRIZWozeEdDajVQUENIcEhLUVFSNWVhLUNKYmJUdTd1TE5Pc2NYQjVXNjMxeGVMMHQza0d3aUlu?oc=5&hl=en-US&gl=US&ceid=US:en,Unresolvable Google News URL — likely duplicate,rumored,mandatory-early-layoff-alerts-may-hasten-layoffs-impede-talks-tan-see-leng-the-business-times-2026-03
Commentary: Can More Be Done To Protect Singapore Workers From Sudden Layoffs? - Cna,2025-11-27,2025-11-27,,,,Other,https://news.google.com/rss/articles/CBMiowFBVV95cUxNVk83VmVwNXo4X0pCUHI0VWNvWDc3UHVkd0p4OTlpOG9vcG9lci1yMm9sQ1RoM0laOFNQNkFyMnpZQnFaamlpVHdDRkFoYWNROHdwbXg3ZElmMF9GWk1fRkFDZFJlektCN2M3VFZtNXNwZGNYSHlpRjVhMWFkUnNOZi1WS3Rzd1hLcDRIZmpSTWxTbWhreGg4VkFZV2hZWldXcXBn?oc=5&hl=en-US&gl=US&ceid=US:en,Not a specific layoff event,rumored,commentary-can-more-be-done-to-protect-singapore-workers-from-sudden-layoffs-cna-2025-11
More S’poreans,2026-04-14,2026-04-14,,,,Other,https://news.google.com/rss/articles/CBMidkFVX3lxTE10UUV6TTNhc1o5Ym1xM3gxdWV1Y1Q3Nl9WUVI5REVRaTYwdElSa29YV2N2cnJGZE9vUjdfTFQtTjZQR0c5T3NLaXQxdlBsWG9DYjlPNFpYeWpidE5vclVON1dTMUR3UDFfMEZURE10SFFpV0I3NHc?oc=5&hl=en-US&gl=US&ceid=US:en,Not a specific layoff event,rumored,more-s-poreans-2026-04
Regional Offices Across Asia Could See Bulk Of Job,2025-12-17,2025-12-17,,,,Other,https://news.google.com/rss/articles/CBMixgFBVV95cUxQdmpNRWN3bFBtR1l1TUNFd1VHUkNYVFNORy1WLWxDWjlfN0xiR1RNTE14cUFxcGhFY2tTV2VkTXQ0U3ZRMkVWeWhPM25vSVF6eHZWamdTamZhR3ZySl9sTkYyQjlWbm1XdUR2QjhOb0tiQ0NkSnk3RjdXZ1RCTG5ESU5XRF92R2swSE9zdkk5cmN1cmZPTDU3dDFlbW1ydkdqTlRkOFEyUG1vZXQxRXV0ejd3VW8xd3ZWaHA0bktvTXFIdXVTTGc?oc=5&hl=en-US&gl=US&ceid=US:en,Not a specific layoff event,rumored,regional-offices-across-asia-could-see-bulk-of-job-2025-12
Singapore's New Ai-upskilling Push Seen As Shield Against Job Displacement Amid Global Layoffs - The Business Times,2026-03-06,2026-03-06,,,,Other,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQMzc2UVNfdjZzYzFQWUF2b21jM2NvbWJjTTYwLWhVTEk3eEJKaEYtRVR6cG45S2tqWWE2dGZJOVZxeGtsQUR0MmNVbFJlNzY4OGt4YXE0UktFZk9Cbk1aWlRIUUFOZVJvdnVOdHBUajR6Mkl5OF9fV3RuUGFlQmJLM0l4aENMQW9Ka1AzckR6cDNkWkowblNPVkpHVTZ1TmhuQ1ZZSWFwTzhTd2tsUEJ3eWZVU0dHZHBQbTZ3U1Z3UWEwbzdYUUM4YW14Tzd3QmU1RV9rVDZ0bGI?oc=5&hl=en-US&gl=US&ceid=US:en,Not a specific layoff event,rumored,singapore-s-new-ai-upskilling-push-seen-as-shield-against-job-displacement-amid-global-layoffs-the-business-times-2026-03
Responsible,2025-09-12,2025-09-12,,,,Other,https://news.google.com/rss/articles/CBMitAFBVV95cUxOakJKQ2UwaU9LbzdyTGNpdFJyZDJDa3hnem9MY1FMdHhHRGhYU2IxcTg2eTYxenNBejl5ajIwcWk2U2w2Q1cwNUFITk5HRTJ6b29jTDNmOGFwZUl3QjQ5TVloZ2dQZS00Um1XMjZoOTNBdnpvUzk5UThRMGxLbTRlR01HUVkxejM1VFdHLTVBeGdncWFDQk9TcFNWcVpsRkR6R0hHRW1jd0RiWTVRYVNSVDk5NEk?oc=5&hl=en-US&gl=US&ceid=US:en,Not a specific layoff event,rumored,responsible-2025-09
"Singapore Layoffs In 2025: Agoda, Tiktok, Meta, Microsoft Among Those Affected - Vulcan Post",2025-08-14,2025-08-14,,,,Other,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9Qd0ZYQmR6SmVpRkxZVWxTbjh5R1lTdzJ1QTgyZDZkTkoyeTltR0Z5WlJfcUZhNHVvcFFEMmZydnR0ZjRDdjlEaWZQQXlyUFhLNkcwOHI1LXVVeWQzcDJYVXBvMWZtX28?oc=5&hl=en-US&gl=US&ceid=US:en,Unresolvable Google News URL — likely duplicate,rumored,singapore-layoffs-in-2025-agoda-tiktok-meta-microsoft-among-those-affected-vulcan-post-2025-08
Reviewing 2025 In Singapore: Layoffs And Closures In A Ge Year Amid A Changing Job Market - Vulcan Post,2025-12-24,2025-12-24,,,,Other,https://news.google.com/rss/articles/CBMiakFVX3lxTE1XSVo3Z29PQ25RYi1odG16WG9ESHJTOFhUbWtsSE94V29Yb3pXX1dtVlBMdXZhVFVYMHNnR0lndjd0NVE0Tjh6TFR5Y0FCdWxqX1lrX1A2UDE1MVZVSDZGYXJFdFFsdDJES1E?oc=5&hl=en-US&gl=US&ceid=US:en,Not a specific layoff event,rumored,reviewing-2025-in-singapore-layoffs-and-closures-in-a-ge-year-amid-a-changing-job-market-vulcan-post-2025-12
"Ntuc, Employers Split On",2026-03-16,2026-03-16,,,,Other,https://news.google.com/rss/articles/CBMiywFBVV95cUxPT2U4bHFYYXJuekh4eGpPN1JtcVpEM3FRTV9TV1hEQkN3U240WFZiekJuV2hnRnQ3SDRIbjFuRW40ZEJsMlV5WHd0dHNSUXd0UXZoS29PR0Y4YnpIWnZxNk1lRlRaTk90eXhUVFFyN3JfV05ONlVubVdnTUhHQUkwWVB5c1Itd2FIRnFzZjhGMWM0TEZyZFB1WWZwOWt5MFFSekl2bkRJdmNZUEtfMXJSQWVra3dSeDBVV2w4bWl4QkhmVWgxOGwyS25xUQ?oc=5&hl=en-US&gl=US&ceid=US:en,Unresolvable Google News URL — likely duplicate,rumored,ntuc-employers-split-on-2026-03
"Agoda Confirms Layoffs Of Singapore, Shanghai And Budapest Employees; Affected Staff Say Severance Terms Unfair - Cna",2025-09-17,2025-09-17,,,,Other,https://news.google.com/rss/articles/CBMiswFBVV95cUxQVkRuQVJTSEdlUlMtdXB2Q3lONGx2b09ZQ2VGT2R6UUhpWDBPUDNRek5lVjFCWUFiQkZZUU01cENPV29UQ2F0N2l5czUwS3FyYjV3T3JtSTZGR20wNVh1azVjSExBcTdodGd0RGJXUFBnYXhXOHcteVZNendyYUh4VlVkRElsZk4yTFBpNVY3XzZyNVY5TkltVVpmY2dNNVduaS1ITnZLR2dhempqdE9nUzNZTQ?oc=5&hl=en-US&gl=US&ceid=US:en,Unresolvable Google News URL — likely duplicate,rumored,agoda-confirms-layoffs-of-singapore-shanghai-and-budapest-employees-affected-staff-say-severance-terms-unfair-cna-2025-09
Singapore Sees More,2025-12-11,2025-12-11,,,,Other,https://news.google.com/rss/articles/CBMiywFBVV95cUxQZlJqTndWVHQ3OE9hSTBRcUpfdGpjTWhHVFhHODN5MGNsb0RFN21OOXlVTUI0bHpEYnRVbE1hbmdBcGx0bldKODZTSi1sdUZXSUlHVS1tQ04xZTFYNUhXMWFxeVRvTFVBSjZueXluQzF0QmRmaGJFSTZvRkZGSTMzX0UtQW1nT2RHcm42T1VHZ3pJY2NXaHRFYkR2MUh1TFUyeUNzLWJBMjdPZ3BJRno5QUpCTTlFVVJQaFI4TnVJc3ZzWTY2T2lsU1kxbw?oc=5&hl=en-US&gl=US&ceid=US:en,Duplicate of Agoda layoffs - already covered by CNA article,rumored,singapore-sees-more-2025-12
"‘i Am Tired, Boss’: Singapore Employee Worn Down By Layoffs, Rising Workload And Pip Threat - The Independent Singapore News",2026-03-19,2026-03-19,,,,Other,https://news.google.com/rss/articles/CBMiswFBVV95cUxPWXNwMm5UNzhMTW9wUTg1WDVxMmJiRVdvcFNfeUFuazJVMjFUbzNjWm1pR1dwRXRjd1RSNU1QVmozZnFuVlhxZmtfMTdnUUNBTzRkMWhlcV9oNFRIdDhjYnJCcEluemduUEI0andDa1J3cE4zZVR1RnlVWVAxWUlpVnRNWV9zNERpeG80R2I1Mlk1RW5xdzFRYmJORWVhNzI0enRTc2ZPT3N6V01Yc3RyRWZNWQ?oc=5&hl=en-US&gl=US&ceid=US:en,Unresolvable Google News URL — likely duplicate,rumored,i-am-tired-boss-singapore-employee-worn-down-by-layoffs-rising-workload-and-pip-threat-the-independent-singapore-news-2026-03
Canadian Investor Claims Performance Reviews ‘never’ Mattered After Mass Corporate Layoffs - The Independent Singapore News,2026-03-13,2026-03-13,,,,Other,https://news.google.com/rss/articles/CBMitgFBVV95cUxNZHJmUUxILUgtbTR1QTF0QTdYRUdzX09BdUhRdTJ3c01ETDhSb182Z3JPLTRsUmE3WDdyelF2NXBlbXFVdWtULTZtaGlXSW5XU05RUnVTaFN3bVo3WERJY1VuVG43MTFkX3NkSW9LbEFoWk5mWlJNNlFhVUtWaWRxdlJTR1BqR1haWVMzUl9XYndTc3hWLTM3S2lhTlFCaGVGcFlBVE52MEZaUWFldEZqQURITVR5UQ?oc=5&hl=en-US&gl=US&ceid=US:en,Unresolvable Google News URL — likely duplicate,rumored,canadian-investor-claims-performance-reviews-never-mattered-after-mass-corporate-layoffs-the-independent-singapore-news-2026-03
‘it’s A Matter Of Survival’: Singapore Man In His 40s Turns To Gig Work After Layoff To Pay Bills - The Independent Singapore News,2026-04-03,2026-04-03,,,,Other,https://news.google.com/rss/articles/CBMivgFBVV95cUxNRk9jSmItUkl6LWpPbTdlQ2tlU2FkWnlhekZiUG5ZdkRIT1NHZWh3cVhiSmRCNE9XUjhaazBKenVwblNPX1Utd1JneVF0alc1M3FJUHBCbFowcjFGTzA1cTZBLVNsZkZMeGlRZEt1VWI2OW81cTIyaU92ZmtlNnJzaGFjLUttU3dXbGNRY21kVjA1U0RWc0lmMFhMeVBzUzAybHBIRG5fNmlKZGJjS3VLLTRNcEVua0d0SklDdWpn?oc=5&hl=en-US&gl=US&ceid=US:en,Unresolvable Google News URL — likely duplicate,rumored,it-s-a-matter-of-survival-singapore-man-in-his-40s-turns-to-gig-work-after-layoff-to-pay-bills-the-independent-singapore-news-2026-04
Deep Dive Podcast - Should Singapore Introduce Penalties For Companies That Mishandle Layoffs? - Cna,2025-12-18,2025-12-18,,,,Other,https://news.google.com/rss/articles/CBMixwFBVV95cUxNUUZCUi1HdjRVZEJxbUkyci1qLXl0bVBHYkNwRVI5UEN6V2xrTmhpcTF1QThsbXlZcmV5TE1XeFRfa254Mjh2MGd5M0lRSHZyVndkT1BYdi1SQkFUd1MzckJOVlh2cWFjMWFzV0JEdGowQlJYdDNqSzV4cVFpZkxLZ3F1ZDFNRmx0UXhXb2s1SHFYaGxGT2tkTUJhdlEyQjk0THp5dEhxaDZiMU82cE5td0JRQlNNckdZSjN5V0o2dUV6Zmx5U2k4?oc=5&hl=en-US&gl=US&ceid=US:en,Unresolvable Google News URL — likely duplicate,rumored,deep-dive-podcast-should-singapore-introduce-penalties-for-companies-that-mishandle-layoffs-cna-2025-12
"Singapore Layoffs 2026: From Tiger Beer To Amazon, These Are The Firms That Have",2026-05-13,2026-05-13,,,,Other,https://vulcanpost.com/911236/singapore-layoffs-2026/,Duplicate of existing Amazon entry,rumored,singapore-layoffs-2026-from-tiger-beer-to-amazon-these-are-the-firms-that-have-2026-05
H&m,2026-05-15,2026-05-15,,,,Other,https://www.businesstimes.com.sg/singapore/hm-lays-staff-singapore-moves-regional-headquarters-malaysia,Duplicate of existing H&M entry,rumored,h-m-2026-05
‘our Sg Head For 15 Years Was Terminated In 15 Minutes’: Employee Rattled By How Quickly Layoffs Happen - The Independent Singapore News,2026-04-26,2026-04-26,,,,Other,https://theindependent.sg/our-sg-head-for-15-years-was-terminated-in-15-minutes-employee-rattled-by-how-quickly-layoffs-happen/,Commentary / statistics / policy — not a specific layoff event,rumored,our-sg-head-for-15-years-was-terminated-in-15-minutes-employee-rattled-by-how-quickly-layoffs-happen-the-independent-singapore-news-2026-04
Singapore Banks,2026-04-24,2026-04-24,,,,Other,https://sea.peoplemattersglobal.com/news/workforce-planning/singapore-banks-cut-nearly-3000-jobs-as-ai-and-restructuring-redefine-workforce-49389,Commentary / statistics / policy — not a specific layoff event,rumored,singapore-banks-2026-04
Linkedin Is Planning To,2026-05-13,2026-05-13,,,,Other,https://www.businesstimes.com.sg/companies-markets/telcos-media-tech/linkedin-planning-lay-5-staff-latest-tech-sector-cuts-source-says,Duplicate of existing LinkedIn entry,rumored,linkedin-is-planning-to-2026-05
Jll,2026-04-30,2026-04-30,,,,Other,https://vulcanpost.com/910994/jll-singapore-layoffs/,Duplicate of existing JLL entry,rumored,jll-2026-04
Shopback Reports Fy2025 Net Profit Amid Layoffs And Bnpl Exit - Fintech,2026-04-10,2026-04-10,,,,Other,https://fintechnews.sg/129676/payments/shopback-profit-2025/,Same company as existing ShopBack entry,rumored,shopback-reports-fy2025-net-profit-amid-layoffs-and-bnpl-exit-fintech-2026-04
Oracle Anchors Apac Ai Growth Through Singapore But Layoff Concerns Loom - The Business Times,2026-05-04,2026-05-04,,,,Other,https://www.businesstimes.com.sg/companies-markets/oracle-anchors-apac-ai-growth-through-singapore-layoff-concerns-loom,Same company as existing Oracle entry,rumored,oracle-anchors-apac-ai-growth-through-singapore-but-layoff-concerns-loom-the-business-times-2026-05
What Could Block’s 40% Job Layoff Signal For Southeast Asia? - Fintech,2026-03-03,2026-03-03,,,,Other,https://fintechnews.sg/127020/ai/block-ai-layoffs-impact-southeast-asia-fintech-sector/,Commentary / statistics / policy — not a specific layoff event,rumored,what-could-block-s-40-job-layoff-signal-for-southeast-asia-fintech-2026-03
Us-based Company Announced,2026-03-06,2026-03-06,,,,Other,https://mothership.sg/2026/03/sabre-asia-retrenchments-cny-ramadan/,Commentary / statistics / policy — not a specific layoff event,rumored,us-based-company-announced-2026-03
Amazon Said To Be On Track For Largest Corporate Layoffs In Its History - Fintech,2026-01-26,2026-01-26,,,,Other,https://fintechnews.sg/125180/fintech/amazon-corporate-layoffs/,Same company as existing Amazon entry,rumored,amazon-said-to-be-on-track-for-largest-corporate-layoffs-in-its-history-fintech-2026-01
"Meta, Microsoft Plan",2026-04-24,2026-04-24,,,,Other,https://www.straitstimes.com/business/companies-markets/meta-microsoft-plan-cuts-buyouts-that-may-affect-23000-jobs-amid-ai-push,Not a specific layoff event or duplicate,rumored,meta-microsoft-plan-2026-04
‘no Corporate Loyalty’: Tenured Oracle Employees And Families React To Mass Layoffs Amid Ai Spending - The Independent Singapore News,2026-04-06,2026-04-06,,,,Other,https://theindependent.sg/no-corporate-loyalty-tenured-oracle-employees-and-families-react-to-mass-layoffs-amid-ai-spending/,Duplicate of existing Oracle entry,rumored,no-corporate-loyalty-tenured-oracle-employees-and-families-react-to-mass-layoffs-amid-ai-spending-the-independent-singapore-news-2026-04
Ntuc Opposes Agoda's Alleged Unfair,2025-09-17,2025-09-17,,,,Other,https://www.ntuc.org.sg/ucarecentre/news/NTUC-condemns-Agoda-over-alleged-unfair-retrenchment-of-50-staff/,Duplicate of existing Agoda entry,rumored,ntuc-opposes-agoda-s-alleged-unfair-2025-09
Meta Prepares Fresh Wave Of Layoffs In Silicon Valley - The Independent Singapore News,2026-04-07,2026-04-07,,,,Other,https://theindependent.sg/meta-prepares-fresh-wave-of-layoffs-in-silicon-valley/,Commentary / statistics / policy — not a specific layoff event,rumored,meta-prepares-fresh-wave-of-layoffs-in-silicon-valley-the-independent-singapore-news-2026-04
"Agoda Confirms Layoffs In Singapore, Claims Staff Could Pursue Legal Options Or Engage Authorities - The Online Citizen",2025-09-18,2025-09-18,,,,Other,https://www.theonlinecitizen.com/2025/09/18/agoda-confirms-layoffs-in-singapore-claims-staff-could-pursue-legal-options-or-engage-authorities/,Duplicate of existing Agoda entry,rumored,agoda-confirms-layoffs-in-singapore-claims-staff-could-pursue-legal-options-or-engage-authorities-the-online-citizen-2025-09
"Oracle Begins Layoffs Affecting Thousands, Cnbc Reports - The Straits Times",2026-04-01,2026-04-01,,,,Other,https://www.straitstimes.com/business/companies-markets/oracle-begins-cutting-thousands-of-jobs-as-tech-giant-ramps-up-ai-spending-cnbc-reports,Not a specific layoff event or duplicate,rumored,oracle-begins-layoffs-affecting-thousands-cnbc-reports-the-straits-times-2026-04
Fdawu Supports 25 Workers As Yeo Hiap Seng Announces,2026-03-31,2026-03-31,,,,Other,https://www.ntuc.org.sg/uportal/news/FDAWU-supports-25-workers-as-Yeo-Hiap-Seng-announces-retrenchment-at-Senoko-facility/,Not a specific layoff event or duplicate,rumored,fdawu-supports-25-workers-as-yeo-hiap-seng-announces-2026-03
Retrenchments Rise In Singapore As Pmets See Sharper Job Cuts In 2025 - The Independent Singapore News,2026-04-15,2026-04-15,,,,Other,https://theindependent.sg/retrenchments-rise-in-singapore-as-pmets-see-sharper-job-cuts-in-2025/,Commentary / statistics / policy — not a specific layoff event,rumored,retrenchments-rise-in-singapore-as-pmets-see-sharper-job-cuts-in-2025-the-independent-singapore-news-2026-04
Meta Planning Sweeping Layoffs As Ai Costs Mount - The Straits Times,2026-03-14,2026-03-14,,,,Other,https://www.straitstimes.com/world/united-states/meta-planning-sweeping-layoffs-as-ai-costs-mount,Not a specific layoff event or duplicate,rumored,meta-planning-sweeping-layoffs-as-ai-costs-mount-the-straits-times-2026-03
"Agoda Axes 50 Singapore Staff In Wider Layoffs, Severance Tied To Silence On Complaints: Ex-employee - The Online Citizen",2025-09-17,2025-09-17,,,,Other,https://www.theonlinecitizen.com/2025/09/17/agoda-axes-50-singapore-staff-in-wider-layoffs-severance-tied-to-silence-on-complaints-ex-employee/,Not a specific layoff event or duplicate,rumored,agoda-axes-50-singapore-staff-in-wider-layoffs-severance-tied-to-silence-on-complaints-ex-employee-the-online-citizen-2025-09
Meta Layoffs Amid Ai Spending - The Straits Times,2026-03-26,2026-03-26,,,,Other,https://www.straitstimes.com/business/companies-markets/meta-cutting-several-hundred-jobs-amid-record-ai-spending-sources,Not a specific layoff event or duplicate,rumored,meta-layoffs-amid-ai-spending-the-straits-times-2026-03
"Mom Data Shows 14,400",2026-01-29,2026-01-29,,,,Other,https://theonlinecitizen.com/2026/01/29/mom-data-shows-14-400-retrenchments-in-2025-amid-stronger-employment-growth,Not a specific layoff event or duplicate,rumored,mom-data-shows-14-400-2026-01
"Agoda Layoffs: Severance Deals Should Not Deter Staff From Reaching Authorities, Says Tan See Leng - The Straits Times",2025-11-05,2025-11-05,,,,Other,https://www.straitstimes.com/singapore/politics/agoda-layoffs-severance-deals-should-not-deter-employees-from-reaching-the-authorities,Not a specific layoff event or duplicate,rumored,agoda-layoffs-severance-deals-should-not-deter-staff-from-reaching-authorities-says-tan-see-leng-the-straits-times-2025-11
